,Date,Unit,Type_Of_Meat,Animal,Commercial_Or_Federally_Inspected,Weight
2436,2019-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3914988.0
2437,2019-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6219028.8
2438,2019-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,700917.6
2439,2019-08-01,1000 Pounds,Red Meat,Hogs,Commercial,3031474.5
2440,2019-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5258528.6
2441,2019-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25565.4
2442,2019-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33232.200000000004
2443,2019-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1270930.5999999999
2444,2019-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4907724.8
2445,2019-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,578347.0
2446,2019-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42846.399999999994
2447,2019-09-01,1000 Pounds,Red Meat,Calves,Commercial,10627.2
2448,2019-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16262.4
2449,2019-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3617952.0
2450,2019-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5733542.4
2451,2019-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,672313.7999999999
2452,2019-09-01,1000 Pounds,Red Meat,Hogs,Commercial,3001720.8
2453,2019-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5205852.0
2454,2019-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21874.600000000002
2455,2019-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,29083.6
2456,2019-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1124920.2
2457,2019-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5433664.0
2458,2019-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,689796.8
2459,2019-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43690.5
2460,2019-10-01,1000 Pounds,Red Meat,Calves,Commercial,12298.8
2461,2019-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,18946.2
2462,2019-10-01,1000 Pounds,Red Meat,Cattle,Commercial,4049536.0
2463,2019-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6396236.0
2464,2019-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,757126.0
2465,2019-10-01,1000 Pounds,Red Meat,Hogs,Commercial,3506212.5
2466,2019-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,6079900.4
2467,2019-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25544.0
2468,2019-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,34341.8
2469,2019-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1234567.4000000001
2470,2019-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4558867.2
2471,2019-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,587905.6
2472,2019-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,40458.9
2473,2019-11-01,1000 Pounds,Red Meat,Calves,Commercial,10555.5
2474,2019-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,16258.999999999998
2475,2019-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3814524.9999999995
2476,2019-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6049212.0
2477,2019-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,692748.0
2478,2019-11-01,1000 Pounds,Red Meat,Hogs,Commercial,3263443.1999999997
2479,2019-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5673236.399999999
2480,2019-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22625.0
2481,2019-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,30508.800000000003
2482,2019-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1198147.2
2483,2019-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4849721.600000001
2484,2019-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,560615.2000000001
2485,2019-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34465.5
2486,2019-12-01,1000 Pounds,Red Meat,Calves,Commercial,11377.199999999999
2487,2019-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17528.7
2488,2019-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3777260.3
2489,2019-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5975857.8
2490,2019-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,695719.2000000001
2491,2019-12-01,1000 Pounds,Red Meat,Hogs,Commercial,3281500.8000000003
2492,2019-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5702158.899999999
2493,2019-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24169.5
2494,2019-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32851.0
2495,2019-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1168355.0
2496,2020-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5249184.0
2497,2020-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,645455.0
2498,2020-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34526.1
2499,2020-01-01,1000 Pounds,Red Meat,Calves,Commercial,11200.0
2500,2020-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,17220.0
2501,2020-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3988462.4999999995
2502,2020-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6296365.199999999
2503,2020-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,725209.8
2504,2020-01-01,1000 Pounds,Red Meat,Hogs,Commercial,3426147.0
2505,2020-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5950711.8
2506,2020-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,23829.0
2507,2020-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,32421.300000000003
2508,2020-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1220309.6
2509,2020-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4516173.899999999
2510,2020-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,558861.8
2511,2020-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,31544.699999999997
2512,2020-02-01,1000 Pounds,Red Meat,Calves,Commercial,8892.800000000001
2513,2020-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,13685.0
2514,2020-02-01,1000 Pounds,Red Meat,Cattle,Commercial,3548566.4
2515,2020-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5611411.0
2516,2020-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,621753.6
2517,2020-02-01,1000 Pounds,Red Meat,Hogs,Commercial,3088108.8000000003
2518,2020-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5367060.3
2519,2020-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21457.800000000003
2520,2020-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,29090.399999999998
2521,2020-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1115257.8
2522,2020-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5108178.6
2523,2020-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,635557.2000000001
2524,2020-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33765.2
2525,2020-03-01,1000 Pounds,Red Meat,Calves,Commercial,10022.400000000001
2526,2020-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,15427.5
2527,2020-03-01,1000 Pounds,Red Meat,Cattle,Commercial,3997706.4000000004
2528,2020-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6326994.6
2529,2020-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,748398.6
2530,2020-03-01,1000 Pounds,Red Meat,Hogs,Commercial,3439238.4
2531,2020-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5977048.399999999
2532,2020-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24588.699999999997
2533,2020-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33660.0
2534,2020-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1235707.2
2535,2020-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4816889.600000001
2536,2020-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,551942.3999999999
2537,2020-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,32092.9
2538,2020-04-01,1000 Pounds,Red Meat,Calves,Commercial,8442.0
2539,2020-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,12811.800000000001
2540,2020-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3033020.0999999996
2541,2020-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4756914.3
2542,2020-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,517667.0
2543,2020-04-01,1000 Pounds,Red Meat,Hogs,Commercial,2721310.6999999997
2544,2020-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4732516.8
2545,2020-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22287.6
2546,2020-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,29587.199999999997
2547,2020-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,910958.3
2548,2020-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4759397.5
2549,2020-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,535697.5
2550,2020-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,34869.0
2551,2020-05-01,1000 Pounds,Red Meat,Calves,Commercial,8905.0
2552,2020-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,13662.699999999999
2553,2020-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3114026.0
2554,2020-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,4878387.5
2555,2020-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,499532.39999999997
2556,2020-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2529046.8000000003
2557,2020-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4372760.7
2558,2020-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,25206.600000000002
2559,2020-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33819.799999999996
2560,2020-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,982195.2000000001
2561,2020-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5027184.5
2562,2020-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,626808.0
2563,2020-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,45974.0
2564,2020-06-01,1000 Pounds,Red Meat,Calves,Commercial,9672.0
2565,2020-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,14683.099999999999
2566,2020-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3929971.5
2567,2020-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6198799.6
2568,2020-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,615280.8
2569,2020-06-01,1000 Pounds,Red Meat,Hogs,Commercial,3219811.1999999997
2570,2020-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5585110.8
2571,2020-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24922.8
2572,2020-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,33840.1
2573,2020-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1335660.1
2574,2020-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4953085.2
2575,2020-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,633438.4
2576,2020-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43724.799999999996
2577,2020-07-01,1000 Pounds,Red Meat,Calves,Commercial,10028.4
2578,2020-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,15394.599999999999
2579,2020-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3981459.3
2580,2020-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6304320.0
2581,2020-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,687987.1
2582,2020-07-01,1000 Pounds,Red Meat,Hogs,Commercial,3176392.0
2583,2020-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5510421.800000001
2584,2020-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24525.0
2585,2020-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31796.600000000002
2586,2020-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1335591.4000000001
2587,2020-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4938950.4
2588,2020-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,594490.8
2589,2020-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42350.799999999996
2590,2020-08-01,1000 Pounds,Red Meat,Calves,Commercial,8593.2
2591,2020-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,13159.599999999999
2592,2020-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3829507.5
2593,2020-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6065734.5
2594,2020-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,706467.3
2595,2020-08-01,1000 Pounds,Red Meat,Hogs,Commercial,3136404.0
2596,2020-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5457316.800000001
2597,2020-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21894.0
2598,2020-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,28382.6
2599,2020-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1254355.9000000001
2600,2020-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5139491.5
2601,2020-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,594021.6
2602,2020-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43108.200000000004
2603,2020-09-01,1000 Pounds,Red Meat,Calves,Commercial,8456.4
2604,2020-09-01,1000 Pounds,Red Meat,Calves,Federally Inspected,12892.800000000001
2605,2020-09-01,1000 Pounds,Red Meat,Cattle,Commercial,3882022.9
2606,2020-09-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6128676.8
2607,2020-09-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,670054.0
2608,2020-09-01,1000 Pounds,Red Meat,Hogs,Commercial,3142894.5
2609,2020-09-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5445678.7
2610,2020-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21830.0
2611,2020-09-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,28100.8
2612,2020-09-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1279453.2
2613,2020-10-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5120388.0
2614,2020-10-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,653542.0
2615,2020-10-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,43338.4
2616,2020-10-01,1000 Pounds,Red Meat,Calves,Commercial,9312.1
2617,2020-10-01,1000 Pounds,Red Meat,Calves,Federally Inspected,14229.599999999999
2618,2020-10-01,1000 Pounds,Red Meat,Cattle,Commercial,4085888.5
2619,2020-10-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6450467.1
2620,2020-10-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,729944.6
2621,2020-10-01,1000 Pounds,Red Meat,Hogs,Commercial,3496772.4
2622,2020-10-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,6058295.1
2623,2020-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21170.0
2624,2020-10-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,27482.0
2625,2020-10-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1310614.4
2626,2020-11-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4603161.600000001
2627,2020-11-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,573009.6
2628,2020-11-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,35378.5
2629,2020-11-01,1000 Pounds,Red Meat,Calves,Commercial,8459.1
2630,2020-11-01,1000 Pounds,Red Meat,Calves,Federally Inspected,13003.199999999999
2631,2020-11-01,1000 Pounds,Red Meat,Cattle,Commercial,3755857.3000000003
2632,2020-11-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5933304.3
2633,2020-11-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,676873.6000000001
2634,2020-11-01,1000 Pounds,Red Meat,Hogs,Commercial,3239321.4
2635,2020-11-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5622993.0
2636,2020-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21393.4
2637,2020-11-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,27852.6
2638,2020-11-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1194177.6
2639,2020-12-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4915660.8
2640,2020-12-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,590111.2
2641,2020-12-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,35133.1
2642,2020-12-01,1000 Pounds,Red Meat,Calves,Commercial,9825.2
2643,2020-12-01,1000 Pounds,Red Meat,Calves,Federally Inspected,15120.0
2644,2020-12-01,1000 Pounds,Red Meat,Cattle,Commercial,3868781.7
2645,2020-12-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6102064.8
2646,2020-12-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,684545.4
2647,2020-12-01,1000 Pounds,Red Meat,Hogs,Commercial,3374414.4
2648,2020-12-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5858152.2
2649,2020-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,24131.600000000002
2650,2020-12-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,31846.5
2651,2020-12-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1217160.0
2652,2021-01-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4770131.2
2653,2021-01-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,560823.5
2654,2021-01-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,33415.2
2655,2021-01-01,1000 Pounds,Red Meat,Calves,Commercial,8035.2
2656,2021-01-01,1000 Pounds,Red Meat,Calves,Federally Inspected,12338.4
2657,2021-01-01,1000 Pounds,Red Meat,Cattle,Commercial,3841654.0
2658,2021-01-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6051609.2
2659,2021-01-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,682111.2000000001
2660,2021-01-01,1000 Pounds,Red Meat,Hogs,Commercial,3319104.0
2661,2021-01-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5763674.0
2662,2021-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,20949.600000000002
2663,2021-01-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,28280.699999999997
2664,2021-01-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1194269.7000000002
2665,2021-02-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4331590.4
2666,2021-02-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,527826.0
2667,2021-02-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,25840.800000000003
2668,2021-02-01,1000 Pounds,Red Meat,Calves,Commercial,8151.0
2669,2021-02-01,1000 Pounds,Red Meat,Calves,Federally Inspected,12577.5
2670,2021-02-01,1000 Pounds,Red Meat,Cattle,Commercial,3510445.0
2671,2021-02-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5521315.8
2672,2021-02-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,647676.8999999999
2673,2021-02-01,1000 Pounds,Red Meat,Hogs,Commercial,3034897.2
2674,2021-02-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5271058.8
2675,2021-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21470.9
2676,2021-02-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,29131.2
2677,2021-02-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1066143.3
2678,2021-03-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5326515.2
2679,2021-03-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,653203.7999999999
2680,2021-03-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42008.0
2681,2021-03-01,1000 Pounds,Red Meat,Calves,Commercial,8463.9
2682,2021-03-01,1000 Pounds,Red Meat,Calves,Federally Inspected,12958.0
2683,2021-03-01,1000 Pounds,Red Meat,Cattle,Commercial,4126976.0
2684,2021-03-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6499979.0
2685,2021-03-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,756121.6
2686,2021-03-01,1000 Pounds,Red Meat,Hogs,Commercial,3416514.6
2687,2021-03-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5932373.2
2688,2021-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27911.0
2689,2021-03-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,38265.5
2690,2021-03-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1252080.0
2691,2021-04-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4879936.0
2692,2021-04-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,576710.4
2693,2021-04-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41843.200000000004
2694,2021-04-01,1000 Pounds,Red Meat,Calves,Commercial,7343.2
2695,2021-04-01,1000 Pounds,Red Meat,Calves,Federally Inspected,11309.6
2696,2021-04-01,1000 Pounds,Red Meat,Cattle,Commercial,3896378.4
2697,2021-04-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6137758.899999999
2698,2021-04-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,687158.1
2699,2021-04-01,1000 Pounds,Red Meat,Hogs,Commercial,3139018.0
2700,2021-04-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5459021.1
2701,2021-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,27267.0
2702,2021-04-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,35872.200000000004
2703,2021-04-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1228326.4000000001
2704,2021-05-01,1000 Pounds,Poultry,Broilers,Federally Inspected,4803331.0
2705,2021-05-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,564990.6000000001
2706,2021-05-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,41881.7
2707,2021-05-01,1000 Pounds,Red Meat,Calves,Commercial,6299.7
2708,2021-05-01,1000 Pounds,Red Meat,Calves,Federally Inspected,9672.0
2709,2021-05-01,1000 Pounds,Red Meat,Cattle,Commercial,3675944.0
2710,2021-05-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,5782188.6
2711,2021-05-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,617378.0
2712,2021-05-01,1000 Pounds,Red Meat,Hogs,Commercial,2778969.6
2713,2021-05-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4826586.8
2714,2021-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22070.4
2715,2021-05-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,28839.2
2716,2021-05-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1187883.0
2717,2021-06-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5229549.0
2718,2021-06-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,610048.0
2719,2021-06-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,45090.0
2720,2021-06-01,1000 Pounds,Red Meat,Calves,Commercial,7091.400000000001
2721,2021-06-01,1000 Pounds,Red Meat,Calves,Federally Inspected,10857.6
2722,2021-06-01,1000 Pounds,Red Meat,Cattle,Commercial,3977430.0
2723,2021-06-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6271572.0
2724,2021-06-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,666489.6
2725,2021-06-01,1000 Pounds,Red Meat,Hogs,Commercial,3023719.6
2726,2021-06-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5254376.0
2727,2021-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,22776.0
2728,2021-06-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,29873.2
2729,2021-06-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1297921.7000000002
2730,2021-07-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5001633.0
2731,2021-07-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,575008.0
2732,2021-07-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,45763.2
2733,2021-07-01,1000 Pounds,Red Meat,Calves,Commercial,6888.0
2734,2021-07-01,1000 Pounds,Red Meat,Calves,Federally Inspected,10462.199999999999
2735,2021-07-01,1000 Pounds,Red Meat,Cattle,Commercial,3844245.3
2736,2021-07-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6074501.399999999
2737,2021-07-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,643060.0
2738,2021-07-01,1000 Pounds,Red Meat,Hogs,Commercial,2750905.7
2739,2021-07-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,4780719.7
2740,2021-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,21769.5
2741,2021-07-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,27476.5
2742,2021-07-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1260418.0
2743,2021-08-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5195391.5
2744,2021-08-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,594533.5
2745,2021-08-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,47292.6
2746,2021-08-01,1000 Pounds,Red Meat,Calves,Commercial,7447.2
2747,2021-08-01,1000 Pounds,Red Meat,Calves,Federally Inspected,11456.199999999999
2748,2021-08-01,1000 Pounds,Red Meat,Cattle,Commercial,3908862.6
2749,2021-08-01,1000 Pounds,Red Meat,Cattle,Federally Inspected,6173105.4
2750,2021-08-01,1000 Pounds,Red Meat,Heifers,Federally Inspected,665191.8
2751,2021-08-01,1000 Pounds,Red Meat,Hogs,Commercial,2972480.0
2752,2021-08-01,1000 Pounds,Red Meat,Hogs,Federally Inspected,5156945.1
2753,2021-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Commercial,20694.4
2754,2021-08-01,1000 Pounds,Red Meat,Sheep and Lambs,Federally Inspected,26402.5
2755,2021-08-01,1000 Pounds,Red Meat,Steers,Federally Inspected,1266780.9
2756,2021-09-01,1000 Pounds,Poultry,Broilers,Federally Inspected,5245640.399999999
2757,2021-09-01,1000 Pounds,Poultry,Turkeys,Federally Inspected,589421.0
2758,2021-09-01,1000 Pounds,Red Meat,Bulls and Stags,Federally Inspected,42856.0
2759,2021-09-01,1000 Pounds,Red Meat,Calves,Commercial,7660.800000000001
